BAE48865.1	ABK43581.1	57.975	326	135	2	11	336	4	327	1.34e-139	396
BAE48866.1	ABK43580.1	42.885	506	284	5	15	518	6	508	2.74e-139	409
BAE48870.1	ABK43577.1	63.670	267	92	5	27	291	13	276	3.19e-123	350
BAE48870.1	ABK43136.1	52.036	221	102	4	52	269	26	245	2.04e-70	216
BAE48871.1	ABK43576.1	54.194	310	132	10	1	303	1	307	6.32e-117	336
BAE48874.1	ABK43575.1	64.972	354	124	0	1	354	1	354	8.36e-178	494
BAE48875.1	ABK43574.1	60.633	221	86	1	1	220	1	221	3.32e-101	289
BAE48879.1	ABK46223.1	32.507	363	234	11	11	363	3	364	1.38e-59	194
BAE48882.1	ABK43088.1	58.268	381	157	2	1	380	1	380	1.33e-149	425
BAE48883.1	ABK43086.1	31.830	377	247	10	3	373	2	374	2.76e-58	191
BAE48884.1	ABK43087.1	53.191	329	152	2	19	345	4	332	2.45e-106	312
BAE48884.1	ABK44907.1	38.012	342	200	12	18	349	160	499	8.95e-61	200
BAE48889.1	ABK43085.1	47.110	346	182	1	4	348	6	351	7.86e-112	327
BAE48892.1	ABK43084.1	48.113	212	107	3	3	214	5	213	2.97e-61	189
BAE48896.1	ABK43087.1	40.854	328	186	8	132	453	4	329	6.77e-63	211
BAE48898.1	ABK42916.1	48.084	522	229	42	1	495	1	507	4.91e-124	369
BAE48898.1	ABK45533.1	41.033	329	158	36	78	383	127	442	3.44e-57	195
BAE48898.1	ABK46163.1	37.831	378	199	36	39	388	35	404	6.19e-53	183
BAE48904.1	ABK45953.1	58.790	529	209	9	35	554	4	532	0.0	592
BAE48906.1	ABK43108.1	61.456	371	127	16	9	367	7	373	5.59e-158	446
BAE48909.1	ABK45718.1	35.258	658	368	58	1	611	1	647	2.57e-101	319
BAE48909.1	ABK43117.1	36.264	637	375	31	1	616	1	627	2.58e-100	316
BAE48909.1	ABK42743.1	33.648	636	352	70	1	611	1	591	7.31e-84	271
BAE48909.1	ABK43094.1	33.788	586	313	75	1	550	1	547	1.55e-74	247
BAE48914.1	ABK43134.1	32.468	308	202	6	2	305	7	312	3.22e-56	182
BAE48915.1	ABK46223.1	35.248	383	200	48	32	395	14	367	5.16e-52	175
BAE48923.1	ABK43117.1	36.523	627	385	13	1	621	1	620	4.20e-107	334
BAE48923.1	ABK42743.1	32.558	645	359	76	1	623	1	591	1.09e-83	271
BAE48931.1	ABK44922.1	41.713	362	207	4	2	362	1	359	1.44e-91	276
BAE48931.1	ABK46223.1	40.274	365	212	6	4	364	3	365	9.20e-89	269
BAE48943.1	ABK44044.1	35.276	326	189	22	27	348	7	314	1.70e-59	191
BAE48946.1	ABK43939.1	41.277	235	132	6	7	235	9	243	5.24e-57	179
BAE48948.1	ABK44002.1	48.449	419	208	8	9	420	6	423	1.32e-142	410
BAE48951.1	ABK46153.1	33.407	452	267	34	5	429	4	448	6.64e-59	196
BAE48957.1	ABK44007.1	40.120	334	184	16	1	328	3	326	1.95e-78	239
BAE48959.1	ABK42916.1	47.276	514	233	38	1	483	1	507	6.31e-128	378
BAE48959.1	ABK45533.1	35.308	422	228	45	81	483	131	526	1.80e-58	198
BAE48965.1	ABK45804.1	54.455	303	137	1	11	312	6	308	4.37e-118	340
BAE48970.1	ABK43273.1	34.367	387	220	34	28	398	29	397	1.18e-51	178
BAE48973.1	ABK46115.1	38.315	368	204	23	118	462	41	408	1.34e-64	211
BAE48993.1	ABK42839.1	46.575	219	116	1	1	218	1	219	8.41e-62	189
BAE49002.1	ABK44008.1	41.935	248	141	3	3	247	2	249	3.11e-67	206
BAE49003.1	ABK45902.1	60.261	307	120	2	10	316	2	306	1.63e-130	371
BAE49003.1	ABK44603.1	39.731	297	170	9	20	316	8	295	1.52e-64	202
BAE49004.1	ABK45904.1	51.613	155	69	6	1	151	1	153	2.58e-58	175
BAE49005.1	ABK45905.1	66.897	145	48	0	2	146	28	172	5.25e-68	201
BAE49006.1	ABK45906.1	48.894	407	199	9	1	401	3	406	5.01e-112	331
BAE49007.1	ABK42822.1	74.393	535	135	2	1	534	1	534	0.0	786
BAE49016.1	ABK43570.1	38.004	471	256	36	194	662	7	443	1.81e-77	252
BAE49017.1	ABK43144.1	50.166	301	146	4	30	328	2	300	4.08e-88	264
BAE49018.1	ABK43494.1	38.190	453	237	43	35	445	6	457	7.58e-93	286
BAE49018.1	ABK44180.1	34.694	392	236	20	42	417	41	428	3.21e-63	209
BAE49018.1	ABK43946.1	33.941	439	253	37	42	451	6	436	6.82e-58	194
BAE49019.1	ABK46224.1	46.154	273	139	8	25	295	5	271	7.78e-63	197
BAE49025.1	ABK46219.1	56.989	465	169	31	162	626	17	450	0.0	528
BAE49032.1	ABK43134.1	35.714	308	194	4	44	348	2	308	6.07e-64	204
BAE49037.1	ABK44047.1	52.211	588	275	6	3	586	417	1002	0.0	632
BAE49037.1	ABK44365.1	49.215	573	231	60	14	581	210	727	0.0	546
BAE49038.1	ABK42769.1	55.221	498	192	31	3	483	8	491	0.0	518
BAE49043.1	ABK43187.1	44.222	450	240	11	11	460	2	440	1.54e-117	368
BAE49043.1	ABK42911.1	42.325	456	252	11	13	466	3	449	3.31e-109	353
BAE49043.1	ABK45686.1	37.768	466	265	25	543	1001	8	455	5.93e-92	304
BAE49045.1	ABK44599.1	48.819	254	129	1	1	254	12	264	1.09e-79	238
BAE49046.1	ABK42670.1	50.162	309	146	8	2	305	5	310	8.02e-99	290
BAE49047.1	ABK42669.1	57.500	160	64	4	21	177	1	159	1.77e-58	178
BAE49069.1	ABK46144.1	52.035	344	154	11	1	339	1	338	3.52e-123	355
BAE49069.1	ABK44794.1	44.898	343	184	5	2	340	26	367	1.82e-86	262
BAE49073.1	ABK45764.1	45.290	552	265	37	4	525	2	546	1.54e-139	411
BAE49075.1	ABK44187.1	63.636	495	179	1	1	495	37	530	0.0	656
BAE49085.1	ABK44114.1	32.482	705	435	41	1	679	1	690	2.24e-104	330
BAE49091.1	ABK43958.1	45.011	882	449	36	1	868	9	868	0.0	656
BAE49096.1	ABK45617.1	49.480	481	231	12	29	502	12	487	1.05e-152	442
BAE49107.1	ABK45994.1	48.700	423	204	13	31	445	38	455	4.70e-128	375
BAE49109.1	ABK45996.1	52.816	515	232	11	7	515	4	513	2.70e-177	506
BAE49114.1	ABK42914.1	35.703	633	389	18	16	642	74	694	2.40e-120	372
BAE49120.1	ABK46229.1	46.354	384	205	1	5	388	8	390	1.52e-119	349
BAE49121.1	ABK46228.1	56.410	273	111	8	40	304	41	313	4.95e-104	304
BAE49126.1	ABK46067.1	35.985	264	162	7	1	258	3	265	1.02e-55	179
BAE49127.1	ABK46066.1	33.647	425	222	60	11	378	3	424	4.86e-61	199
BAE49127.1	ABK43147.1	32.000	375	250	5	8	381	23	393	9.27e-52	174
BAE49127.1	ABK43989.1	34.933	375	216	28	11	380	2	353	8.35e-51	171
BAE49130.1	ABK46061.1	34.670	773	400	105	183	877	352	1097	5.36e-124	399
BAE49130.1	ABK44786.1	38.660	388	225	13	206	582	174	559	7.63e-83	275
BAE49130.1	ABK43991.1	31.494	616	351	71	1	581	5	584	2.75e-82	277
BAE49130.1	ABK43151.1	39.433	388	216	19	205	586	314	688	6.10e-81	273
BAE49130.1	ABK44342.1	38.439	346	209	4	249	593	392	734	1.16e-65	233
BAE49132.1	ABK46103.1	30.806	422	280	12	21	434	1	418	5.10e-54	183
BAE49144.1	ABK42889.1	50.781	640	311	4	1	638	1	638	0.0	667
BAE49145.1	ABK42890.1	53.571	168	78	0	4	171	8	175	5.44e-63	189
BAE49148.1	ABK45113.1	61.503	439	163	6	3	436	5	442	0.0	577
BAE49148.1	ABK45350.1	61.048	439	165	6	3	436	5	442	0.0	572
BAE49148.1	ABK45164.1	60.820	439	166	6	3	436	5	442	0.0	572
BAE49148.1	ABK44588.1	57.306	438	182	5	1	434	1	437	0.0	533
BAE49148.1	ABK43738.1	57.753	445	168	20	1	438	7	438	1.15e-179	506
BAE49148.1	ABK45270.1	53.531	439	192	12	5	435	6	440	8.14e-178	501
BAE49148.1	ABK45417.1	53.759	439	191	12	5	435	6	440	1.52e-176	498
BAE49148.1	ABK43640.1	49.521	313	153	5	126	434	1	312	2.14e-108	320
BAE49156.1	ABK45412.1	67.511	237	77	0	17	253	1	237	6.41e-119	337
BAE49157.1	ABK45411.1	58.955	134	50	5	1	133	1	130	3.89e-51	159
BAE49159.1	ABK45409.1	58.730	315	123	7	1	309	1	314	1.03e-131	374
BAE49160.1	ABK45408.1	64.068	526	184	5	1	522	1	525	0.0	716
BAE49162.1	ABK45406.1	49.084	764	368	21	5	750	3	763	0.0	749
BAE49163.1	ABK45405.1	61.783	157	58	2	14	170	14	168	4.00e-67	199
BAE49163.1	ABK45333.1	59.036	166	66	2	5	170	3	166	8.99e-67	198
BAE49163.1	ABK43751.1	58.434	166	67	2	5	170	3	166	3.13e-66	197
BAE49163.1	ABK43816.1	59.036	166	66	2	5	170	3	166	6.30e-66	196
BAE49163.1	ABK45096.1	58.434	166	67	2	5	170	3	166	6.99e-65	193
BAE49163.1	ABK44570.1	56.471	170	70	4	1	170	1	166	4.25e-64	191
BAE49163.1	ABK45258.1	57.831	166	68	2	5	170	3	166	1.37e-63	190
BAE49167.1	ABK44556.1	45.023	442	213	30	5	420	7	444	2.66e-121	357
BAE49167.1	ABK45318.1	45.023	442	213	30	5	420	7	444	5.81e-121	356
BAE49167.1	ABK45082.1	44.570	442	215	30	5	420	7	444	1.28e-120	355
BAE49167.1	ABK43829.1	44.570	442	215	30	5	420	7	444	1.28e-120	355
BAE49167.1	ABK45246.1	44.570	442	215	30	5	420	7	444	1.87e-120	355
BAE49167.1	ABK45396.1	44.470	443	208	38	8	420	6	440	1.95e-107	321
BAE49167.1	ABK43760.1	44.470	443	208	38	8	420	6	440	3.43e-107	321
BAE49176.1	ABK43833.1	48.881	581	271	26	31	608	12	569	9.30e-173	503
BAE49176.1	ABK45078.1	48.537	581	273	26	31	608	12	569	2.69e-172	502
BAE49176.1	ABK44551.1	45.814	633	310	33	31	658	12	616	6.49e-171	499
BAE49176.1	ABK45241.1	45.959	631	308	33	31	656	12	614	8.50e-171	498
BAE49176.1	ABK45313.1	45.972	633	309	33	31	658	12	616	2.07e-170	498
BAE49176.1	ABK45390.1	48.021	581	276	26	31	608	12	569	4.18e-170	497
BAE49176.1	ABK43768.1	46.069	636	308	35	31	660	12	618	8.56e-169	493
BAE49178.1	ABK44549.1	47.149	456	233	8	15	465	17	469	5.05e-140	409
BAE49178.1	ABK45388.1	46.137	453	242	2	15	465	17	469	5.96e-136	398
BAE49178.1	ABK43771.1	46.358	453	241	2	15	465	17	469	1.22e-135	397
BAE49178.1	ABK45239.1	46.799	453	239	2	15	465	17	469	1.74e-131	387
BAE49178.1	ABK43836.1	46.799	453	239	2	15	465	17	469	1.74e-131	387
BAE49178.1	ABK45075.1	46.799	453	239	2	15	465	17	469	1.76e-131	387
BAE49178.1	ABK45311.1	46.930	456	234	8	15	465	17	469	2.43e-131	386
BAE49179.1	ABK45238.1	43.897	426	198	41	4	409	6	410	1.21e-92	282
BAE49179.1	ABK43837.1	41.723	441	212	45	4	409	6	436	1.38e-86	267
BAE49179.1	ABK45309.1	49.518	311	144	13	1	305	1	304	8.64e-85	262
BAE49179.1	ABK44547.1	48.875	311	146	13	1	305	1	304	2.17e-83	259
BAE49179.1	ABK45385.1	44.681	376	180	28	17	381	1	359	1.28e-82	255
BAE49179.1	ABK45073.1	49.492	295	136	13	17	305	1	288	9.62e-78	244
BAE49179.1	ABK43772.1	48.814	295	138	13	17	305	1	288	4.50e-77	242
BAE49181.1	ABK44545.1	43.155	336	189	2	1	336	1	334	2.30e-94	281
BAE49181.1	ABK45236.1	42.857	336	190	2	1	336	1	334	2.62e-94	281
BAE49181.1	ABK45383.1	43.155	336	189	2	1	336	1	334	3.29e-94	281
BAE49181.1	ABK45307.1	43.155	336	189	2	1	336	1	334	6.95e-94	280
BAE49181.1	ABK45071.1	42.857	336	190	2	1	336	1	334	1.59e-93	279
BAE49181.1	ABK43839.1	42.857	336	190	2	1	336	1	334	1.59e-93	279
BAE49181.1	ABK43774.1	43.202	331	186	2	6	336	6	334	1.11e-92	277
BAE49233.1	ABK46175.1	30.283	1202	757	81	23	1172	16	1188	7.95e-154	489
BAE49245.1	ABK45444.1	33.770	687	385	70	104	731	514	1189	4.31e-96	320
BAE49245.1	ABK44870.1	37.097	558	303	48	95	626	240	775	3.54e-90	299
BAE49245.1	ABK45829.1	38.178	516	293	26	123	622	283	788	3.51e-85	283
BAE49245.1	ABK46011.1	33.562	584	353	35	63	624	99	669	2.35e-84	283
BAE49245.1	ABK44894.1	33.922	566	335	39	112	646	916	1473	1.07e-83	288
BAE49245.1	ABK45561.1	34.691	663	381	52	105	720	405	1062	1.09e-83	285
BAE49245.1	ABK45882.1	35.130	538	295	54	119	623	395	911	5.38e-81	274
BAE49245.1	ABK42951.1	33.333	543	307	55	119	626	363	885	1.64e-80	272
BAE49245.1	ABK44956.1	35.130	538	298	51	123	626	388	908	4.89e-78	269
BAE49245.1	ABK44730.1	35.165	546	300	54	112	628	526	1046	6.69e-78	268
BAE49245.1	ABK44107.1	34.644	534	305	44	122	627	295	812	5.15e-75	258
BAE49245.1	ABK45437.1	32.569	654	378	63	127	731	558	1197	4.35e-74	258
BAE49245.1	ABK44783.1	33.096	562	319	57	103	622	128	674	4.86e-74	250
BAE49245.1	ABK43168.1	33.591	518	309	35	118	612	544	1049	8.07e-74	256
BAE49245.1	ABK45895.1	35.863	527	302	36	114	612	1821	2339	9.55e-74	258
BAE49245.1	ABK42988.1	34.528	530	315	32	123	626	575	1098	6.11e-72	252
BAE49245.1	ABK44163.1	33.272	547	317	48	123	623	283	827	3.60e-69	240
BAE49245.1	ABK42788.1	31.330	549	337	40	106	624	402	940	7.99e-66	232
BAE49245.1	ABK43728.1	43.836	292	150	14	123	406	296	581	6.94e-64	224
BAE49245.1	ABK45761.1	32.246	552	295	79	127	626	396	920	5.29e-63	226
BAE49245.1	ABK45761.1	40.678	295	167	8	95	389	1276	1562	5.75e-60	217
BAE49245.1	ABK44953.1	34.615	390	225	30	120	484	585	969	6.53e-62	221
BAE49245.1	ABK45679.1	45.490	255	128	11	118	368	679	926	4.06e-61	219
BAE49245.1	ABK42825.1	44.444	261	133	12	113	367	374	628	1.14e-59	214
BAE49245.1	ABK42759.1	37.267	322	184	18	123	429	725	1043	1.33e-57	209
BAE49245.1	ABK44437.1	42.857	245	134	6	114	356	361	601	4.96e-57	205
BAE49245.1	ABK45446.1	43.644	236	132	1	120	355	224	458	7.16e-57	204
BAE49245.1	ABK45036.1	43.496	246	132	7	116	360	388	627	7.21e-57	204
BAE49245.1	ABK44328.1	44.398	241	131	3	123	363	392	629	7.93e-57	204
BAE49245.1	ABK45830.1	44.082	245	132	5	118	360	709	950	2.30e-56	206
BAE49245.1	ABK45732.1	38.652	282	160	13	131	403	638	915	2.39e-56	205
BAE49245.1	ABK46017.1	43.621	243	128	9	123	364	885	1119	3.08e-56	205
BAE49245.1	ABK45888.1	45.076	264	133	12	114	376	356	608	5.46e-56	203
BAE49245.1	ABK44883.1	41.353	266	148	8	111	375	770	1028	1.64e-55	203
BAE49245.1	ABK44615.1	42.292	253	139	7	123	373	286	533	2.34e-55	198
BAE49245.1	ABK45654.1	43.590	234	131	1	123	356	421	653	4.16e-54	199
BAE49245.1	ABK44723.1	38.411	302	169	17	123	412	724	1020	2.87e-53	196
BAE49245.1	ABK45566.1	42.259	239	132	6	127	365	170	402	3.70e-53	190
BAE49245.1	ABK45889.1	39.015	264	147	14	134	397	586	835	1.41e-52	193
BAE49245.1	ABK44808.1	36.389	360	202	27	135	480	426	772	2.08e-52	192
BAE49245.1	ABK45716.1	39.062	256	155	1	108	363	534	788	6.71e-52	192
BAE49245.1	ABK45144.1	41.700	247	142	2	114	360	468	712	2.21e-51	190
BAE49294.1	ABK43346.1	40.803	299	172	5	6	299	2	300	6.94e-74	226
BAE49295.1	ABK43345.1	50.150	333	159	7	17	343	34	365	1.71e-108	318
BAE49302.1	ABK45531.1	47.076	684	353	9	24	703	27	705	0.0	588
BAE49303.1	ABK42827.1	43.437	419	224	13	32	438	36	453	5.14e-107	322
BAE49303.1	ABK42829.1	41.420	338	176	22	119	436	4	339	2.99e-79	247
BAE49303.1	ABK43715.1	42.368	321	175	10	119	435	227	541	2.30e-78	251
BAE49303.1	ABK46157.1	34.641	459	236	64	44	443	50	503	1.19e-75	242
BAE49303.1	ABK44996.1	44.625	307	167	3	134	440	181	484	2.93e-75	241
BAE49303.1	ABK42866.1	37.644	433	246	24	26	437	34	463	1.30e-74	239
BAE49303.1	ABK42626.1	39.938	323	177	17	119	438	10	318	3.06e-74	233
BAE49303.1	ABK42725.1	40.810	321	181	9	126	437	186	506	4.98e-71	231
BAE49303.1	ABK43801.1	46.400	250	130	4	112	361	1	246	6.18e-68	219
BAE49303.1	ABK43874.1	46.360	261	130	10	112	372	1	251	1.52e-66	215
BAE49303.1	ABK45202.1	47.845	232	118	3	112	343	1	229	7.03e-64	208
BAE49303.1	ABK46085.1	34.651	430	226	55	38	438	38	441	1.70e-62	206
BAE49303.1	ABK44174.1	36.145	332	192	20	108	434	121	437	1.51e-59	199
BAE49303.1	ABK45502.1	33.252	409	241	32	47	437	49	443	8.67e-59	196
BAE49303.1	ABK43264.1	34.615	364	195	43	26	356	28	381	8.46e-56	189
BAE49306.1	ABK42797.1	34.132	334	213	7	11	338	3	335	2.76e-60	194
BAE49307.1	ABK42796.1	29.009	555	353	41	29	574	28	550	1.33e-70	234
BAE49314.1	ABK43907.1	47.990	398	207	0	13	410	26	423	4.77e-128	373
BAE49316.1	ABK42971.1	45.970	335	171	10	1	331	1	329	8.41e-97	287
BAE49316.1	ABK45461.1	39.583	336	194	9	1	332	1	331	5.02e-73	226
BAE49317.1	ABK44394.1	48.223	394	196	8	23	412	4	393	1.63e-119	351
BAE49319.1	ABK44726.1	49.206	252	122	6	40	286	12	262	1.03e-79	239
BAE49325.1	ABK43227.1	45.730	1487	771	36	28	1489	19	1494	0.0	1257
BAE49326.1	ABK43228.1	38.947	475	270	20	4	462	3	473	1.02e-100	307
BAE49328.1	ABK44821.1	32.597	362	200	44	340	657	422	783	5.77e-54	196
BAE49346.1	ABK45769.1	45.231	325	155	23	238	540	37	360	2.49e-69	224
BAE49352.1	ABK44846.1	38.730	315	171	22	138	440	402	706	2.09e-60	206
BAE49352.1	ABK45867.1	39.032	310	171	18	140	439	160	461	7.07e-57	192
BAE49355.1	ABK44371.1	44.649	271	146	4	42	308	3	273	6.67e-78	237
BAE49358.1	ABK44992.1	32.624	564	316	64	25	536	6	557	1.94e-76	255
BAE49358.1	ABK44892.1	32.624	564	316	64	25	536	6	557	9.40e-76	253
BAE49358.1	ABK45730.1	30.128	624	357	79	26	577	8	624	1.75e-72	242
BAE49358.1	ABK46032.1	27.010	622	372	82	31	574	14	631	2.86e-59	206
BAE49359.1	ABK43219.1	58.396	399	166	0	1	399	1	399	8.95e-175	490
BAE49371.1	ABK45679.1	37.772	368	219	10	365	730	547	906	1.90e-68	241
BAE49371.1	ABK44894.1	36.579	380	222	19	375	743	793	1164	3.41e-59	215
BAE49371.1	ABK44328.1	29.948	581	343	64	217	743	55	625	2.22e-58	209
BAE49371.1	ABK42951.1	37.602	367	218	11	384	743	239	601	6.43e-57	206
BAE49377.1	ABK42858.1	48.807	461	223	13	5	454	3	461	2.92e-142	412
BAE49378.1	ABK45919.1	66.974	542	177	2	3	542	2	543	0.0	740
BAE49380.1	ABK42859.1	63.781	439	153	6	1	434	1	438	0.0	582
BAE49381.1	ABK42861.1	56.777	273	118	0	4	276	3	275	4.96e-107	310
BAE49384.1	ABK43119.1	26.875	640	416	52	31	641	19	635	1.41e-54	194
BAE49391.1	ABK44290.1	65.476	336	115	1	21	355	4	339	4.95e-160	449
BAE49393.1	ABK45449.1	39.041	292	158	20	7	280	8	297	4.26e-56	181
BAE49394.1	ABK43339.1	54.787	188	84	1	2	189	128	314	6.25e-66	202
BAE49399.1	ABK44388.1	49.407	253	118	10	5	254	2	247	4.43e-78	234
BAE49400.1	ABK44062.1	40.557	323	174	18	9	325	1	311	1.01e-66	209
BAE49402.1	ABK43122.1	51.203	291	134	8	1	286	65	352	2.35e-88	265
BAE49403.1	ABK43126.1	55.923	363	158	2	2	362	21	383	8.22e-148	421
BAE49408.1	ABK43420.1	42.202	218	113	13	21	232	7	217	1.92e-56	176
BAE49411.1	ABK44112.1	65.400	737	252	3	38	772	7	742	0.0	956
BAE49414.1	ABK46050.1	47.876	259	122	13	4	249	1	259	8.31e-73	220
BAE49423.1	ABK42540.1	39.888	356	200	14	3	351	4	352	1.73e-84	257
BAE49424.1	ABK44304.1	32.661	496	319	15	275	762	351	839	3.60e-67	236
BAE49426.1	ABK44119.1	72.072	333	92	1	15	347	15	346	6.22e-180	501
BAE49427.1	ABK46022.1	43.023	344	192	4	45	386	6	347	1.67e-81	251
BAE49432.1	ABK42799.1	50.120	417	205	3	22	438	35	448	3.20e-135	394
BAE49434.1	ABK45979.1	48.579	387	198	1	56	441	44	430	5.81e-130	385
BAE49435.1	ABK45977.1	51.675	209	99	2	1	207	40	248	1.71e-74	222
BAE49436.1	ABK44130.1	43.060	281	151	9	30	308	1	274	6.18e-67	207
BAE49440.1	ABK42530.1	42.333	463	243	24	17	476	5	446	1.46e-120	357
BAE49441.1	ABK42531.1	38.786	379	222	10	8	379	1	376	2.15e-84	258
BAE49443.1	ABK42535.1	55.327	826	345	24	1	816	1	812	0.0	861
BAE49443.1	ABK43240.1	43.060	562	308	12	18	573	11	566	5.41e-143	433
BAE49445.1	ABK45091.1	67.416	267	86	1	5	270	1	267	1.65e-134	379
BAE49454.1	ABK45853.1	32.258	527	312	45	835	1328	528	1042	6.69e-67	243
BAE49454.1	ABK45036.1	36.434	387	222	24	830	1196	390	772	8.01e-64	230
BAE49454.1	ABK45679.1	38.499	413	225	29	813	1207	670	1071	2.13e-63	233
BAE49454.1	ABK44615.1	37.532	389	226	17	829	1206	280	662	2.37e-61	220
BAE49454.1	ABK44883.1	37.438	406	225	29	829	1211	775	1174	1.02e-60	225
BAE49454.1	ABK45446.1	33.271	535	298	59	835	1318	227	753	1.23e-59	217
BAE49454.1	ABK45889.1	37.158	366	223	7	846	1207	586	948	3.55e-59	218
BAE49454.1	ABK44723.1	37.275	389	230	14	828	1206	717	1101	6.13e-59	219
BAE49454.1	ABK44953.1	35.013	377	238	7	835	1206	588	962	8.78e-59	217
BAE49454.1	ABK45566.1	36.364	396	229	23	831	1211	161	548	2.66e-58	208
BAE49454.1	ABK45761.1	35.731	431	249	28	790	1206	1261	1677	4.21e-58	218
BAE49454.1	ABK45888.1	37.433	374	216	18	835	1198	366	731	1.23e-56	209
BAE49454.1	ABK42759.1	35.476	389	239	12	828	1206	718	1104	1.69e-55	208
BAE49454.1	ABK44437.1	34.264	394	244	15	829	1207	363	756	2.78e-55	204
BAE49454.1	ABK45732.1	34.530	362	227	10	843	1197	638	996	1.35e-54	204
BAE49454.1	ABK44894.1	34.910	444	263	26	829	1251	921	1359	2.02e-54	206
BAE49454.1	ABK44328.1	35.589	399	240	17	828	1212	385	780	2.11e-54	201
BAE49454.1	ABK42733.1	34.975	406	246	18	813	1206	357	756	1.11e-53	199
BAE49454.1	ABK43291.1	37.310	394	228	19	827	1210	515	899	1.77e-53	200
BAE49454.1	ABK45697.1	37.596	391	231	13	829	1211	522	907	1.90e-53	200
BAE49454.1	ABK44956.1	36.667	390	232	15	835	1212	388	774	2.85e-53	201
BAE49454.1	ABK45444.1	34.509	397	245	15	829	1216	525	915	7.08e-53	200
BAE49454.1	ABK45895.1	32.950	522	286	64	733	1207	1706	2210	8.04e-53	201
BAE49454.1	ABK43168.1	34.190	389	249	7	829	1216	543	925	1.32e-52	198
BAE49454.1	ABK42857.1	36.292	383	223	21	834	1202	456	831	2.75e-52	196
BAE49455.1	ABK43070.1	40.171	234	132	8	18	243	4	237	1.04e-51	166
BAE49467.1	ABK42940.1	68.167	311	98	1	2	312	4	313	2.85e-158	442
BAE49468.1	ABK44188.1	58.376	197	80	2	11	207	4	198	4.19e-87	252
BAE49471.1	ABK43728.1	36.543	405	222	35	192	583	145	527	1.03e-72	245
BAE49471.1	ABK45444.1	35.969	392	223	28	198	583	396	765	9.30e-69	238
BAE49471.1	ABK42988.1	37.310	394	217	30	199	584	441	812	2.38e-63	223
BAE49471.1	ABK43168.1	36.757	370	201	33	222	583	439	783	7.70e-58	206
BAE49471.1	ABK45561.1	34.158	404	244	22	190	584	270	660	1.66e-57	206
BAE49478.1	ABK42911.1	46.450	676	323	39	2	662	1	652	0.0	530
BAE49478.1	ABK43187.1	49.550	444	222	2	1	444	1	442	2.23e-144	425
BAE49480.1	ABK42912.1	32.143	504	308	34	23	510	2	487	1.84e-73	239
BAE49485.1	ABK46146.1	43.490	361	193	11	24	381	9	361	1.37e-78	243
BAE49486.1	ABK46145.1	50.072	695	300	47	5	675	4	675	0.0	660
BAE49492.1	ABK44221.1	37.941	340	194	17	9	332	250	588	6.29e-64	210
BAE49492.1	ABK45476.1	37.830	341	193	19	8	332	418	755	5.72e-57	196
BAE49499.1	ABK43487.1	78.571	112	24	0	15	126	1	112	2.44e-62	183
BAE49499.1	ABK43513.1	67.857	112	36	0	15	126	1	112	3.78e-54	162
BAE49500.1	ABK43506.1	65.096	467	162	1	5	470	7	473	0.0	644
